BillID,CustomerID,Region,UtilityType,BillMonth,UnitsConsumed,RatePerUnit,ExpectedAmount,BilledAmount,PaymentStatus,DueDate,PaidDate,Discrepancy,DiscrepancyFlag
BILL01928,CUST0082,South,Gas,May-2024,11.1,45.0,499.5,499.5,Paid,2024-05-21,2024-05-13,0.0,No
BILL01929,CUST0082,South,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-20,0.0,No
BILL01930,CUST0083,East,Electricity,May-2024,367.5,7.2,2646.0,2646.0,Paid,2024-05-21,2024-05-20,0.0,No
BILL01931,CUST0083,East,Water,May-2024,11.9,18.5,220.15,220.15,Paid,2024-05-21,2024-05-18,0.0,No
BILL01932,CUST0083,East,Gas,May-2024,13.5,45.0,607.5,607.5,Paid,2024-05-21,2024-05-21,0.0,No
BILL01933,CUST0084,North,Electricity,May-2024,222.1,7.2,1599.12,1599.12,Paid,2024-05-21,2024-05-14,0.0,No
BILL01934,CUST0084,North,Water,May-2024,17.5,18.5,323.75,242.81,Overdue,2024-05-21,,-80.94,Yes
BILL01935,CUST0084,North,Gas,May-2024,19.9,45.0,895.5,895.5,Paid,2024-05-21,2024-05-14,0.0,No
BILL01936,CUST0084,North,Telecom,May-2024,1.0,1.0,1.0,0.85,Pending,2024-05-21,,-0.15,No
BILL01937,CUST0085,South,Water,May-2024,19.3,18.5,357.05,357.05,Paid,2024-05-21,2024-05-15,0.0,No
BILL01938,CUST0085,South,Gas,May-2024,13.4,45.0,603.0,603.0,Paid,2024-05-21,2024-05-08,0.0,No
BILL01939,CUST0086,North,Electricity,May-2024,315.1,7.2,2268.72,2268.72,Paid,2024-05-21,2024-05-09,0.0,No
BILL01940,CUST0086,North,Water,May-2024,18.5,18.5,342.25,290.91,Paid,2024-05-21,2024-05-19,-51.34,Yes
BILL01941,CUST0086,North,Gas,May-2024,12.9,45.0,580.5,580.5,Paid,2024-05-21,2024-05-20,0.0,No
BILL01942,CUST0087,East,Electricity,May-2024,226.5,7.2,1630.8,1630.8,Paid,2024-05-21,2024-05-18,0.0,No
BILL01943,CUST0087,East,Water,May-2024,19.3,18.5,357.05,357.05,Overdue,2024-05-21,,0.0,No
BILL01944,CUST0087,East,Gas,May-2024,11.0,45.0,495.0,495.0,Paid,2024-05-21,2024-05-11,0.0,No
BILL01945,CUST0087,East,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-17,0.0,No
BILL01946,CUST0088,West,Electricity,May-2024,227.8,7.2,1640.16,1640.16,Overdue,2024-05-21,,0.0,No
BILL01947,CUST0088,West,Water,May-2024,19.9,18.5,368.15,368.15,Paid,2024-05-21,2024-05-11,0.0,No
BILL01948,CUST0088,West,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-14,0.0,No
BILL01949,CUST0089,East,Electricity,May-2024,317.6,7.2,2286.72,2286.72,Paid,2024-05-21,2024-05-21,0.0,No
BILL01950,CUST0089,East,Water,May-2024,17.7,18.5,327.45,327.45,Paid,2024-05-21,2024-05-08,0.0,No
BILL01951,CUST0089,East,Gas,May-2024,6.7,45.0,301.5,301.5,Paid,2024-05-21,2024-05-10,0.0,No
BILL01952,CUST0089,East,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-20,0.0,No
BILL01953,CUST0090,North,Electricity,May-2024,195.7,7.2,1409.04,1409.04,Overdue,2024-05-21,,0.0,No
BILL01954,CUST0090,North,Water,May-2024,14.7,18.5,271.95,271.95,Paid,2024-05-21,2024-05-11,0.0,No
BILL01955,CUST0090,North,Gas,May-2024,10.2,45.0,459.0,459.0,Paid,2024-05-21,2024-05-08,0.0,No
BILL01956,CUST0090,North,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-11,0.0,No
BILL01957,CUST0091,South,Electricity,May-2024,121.9,7.2,877.68,877.68,Paid,2024-05-21,2024-05-14,0.0,No
BILL01958,CUST0091,South,Water,May-2024,33.7,18.5,623.45,623.45,Paid,2024-05-21,2024-05-09,0.0,No
BILL01959,CUST0091,South,Gas,May-2024,15.2,45.0,684.0,684.0,Paid,2024-05-21,2024-05-19,0.0,No
BILL01960,CUST0091,South,Telecom,May-2024,1.0,1.0,1.0,0.85,Paid,2024-05-21,2024-05-17,-0.15,No
BILL01961,CUST0092,Central,Electricity,May-2024,246.7,7.2,1776.24,1776.24,Paid,2024-05-21,2024-05-15,0.0,No
BILL01962,CUST0092,Central,Water,May-2024,19.4,18.5,358.9,430.68,Paid,2024-05-21,2024-05-15,71.78,Yes
BILL01963,CUST0092,Central,Gas,May-2024,13.6,45.0,612.0,612.0,Paid,2024-05-21,2024-05-12,0.0,No
BILL01964,CUST0092,Central,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-06,0.0,No
BILL01965,CUST0093,East,Water,May-2024,20.8,18.5,384.8,384.8,Paid,2024-05-21,2024-05-07,0.0,No
BILL01966,CUST0093,East,Gas,May-2024,12.3,45.0,553.5,553.5,Paid,2024-05-21,2024-05-17,0.0,No
BILL01967,CUST0093,East,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-09,0.0,No
BILL01968,CUST0094,South,Electricity,May-2024,240.9,7.2,1734.48,1994.65,Paid,2024-05-21,2024-05-17,260.17,Yes
BILL01969,CUST0094,South,Water,May-2024,17.0,18.5,314.5,314.5,Paid,2024-05-21,2024-05-12,0.0,No
BILL01970,CUST0094,South,Gas,May-2024,15.4,45.0,693.0,693.0,Paid,2024-05-21,2024-05-19,0.0,No
BILL01971,CUST0094,South,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-15,0.0,No
BILL01972,CUST0095,West,Water,May-2024,3.3,18.5,61.05,61.05,Paid,2024-05-21,2024-05-09,0.0,No
BILL01973,CUST0095,West,Gas,May-2024,14.0,45.0,630.0,630.0,Overdue,2024-05-21,,0.0,No
BILL01974,CUST0095,West,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-19,0.0,No
BILL01975,CUST0096,West,Electricity,May-2024,248.9,7.2,1792.08,1344.06,Paid,2024-05-21,2024-05-16,-448.02,Yes
BILL01976,CUST0096,West,Water,May-2024,16.1,18.5,297.85,297.85,Paid,2024-05-21,2024-05-10,0.0,No
BILL01977,CUST0096,West,Gas,May-2024,15.4,45.0,693.0,693.0,Paid,2024-05-21,2024-05-20,0.0,No
BILL01978,CUST0096,West,Telecom,May-2024,1.0,1.0,1.0,1.0,Pending,2024-05-21,,0.0,No
BILL01979,CUST0097,West,Electricity,May-2024,203.6,7.2,1465.92,1685.81,Paid,2024-05-21,2024-05-21,219.89,Yes
BILL01980,CUST0097,West,Water,May-2024,20.0,18.5,370.0,370.0,Paid,2024-05-21,2024-05-07,0.0,No
BILL01981,CUST0097,West,Gas,May-2024,9.1,45.0,409.5,409.5,Paid,2024-05-21,2024-05-16,0.0,No
BILL01982,CUST0098,South,Electricity,May-2024,167.2,7.2,1203.84,1203.84,Overdue,2024-05-21,,0.0,No
BILL01983,CUST0098,South,Water,May-2024,14.9,18.5,275.65,275.65,Overdue,2024-05-21,,0.0,No
BILL01984,CUST0098,South,Gas,May-2024,14.6,45.0,657.0,657.0,Paid,2024-05-21,2024-05-08,0.0,No
BILL01985,CUST0098,South,Telecom,May-2024,1.0,1.0,1.0,1.0,Overdue,2024-05-21,,0.0,No
BILL01986,CUST0099,East,Electricity,May-2024,280.8,7.2,2021.76,2021.76,Paid,2024-05-21,2024-05-08,0.0,No
BILL01987,CUST0099,East,Water,May-2024,21.6,18.5,399.6,399.6,Pending,2024-05-21,,0.0,No
BILL01988,CUST0099,East,Telecom,May-2024,1.0,1.0,1.0,1.0,Pending,2024-05-21,,0.0,No
BILL01989,CUST0100,South,Electricity,May-2024,211.5,7.2,1522.8,1522.8,Pending,2024-05-21,,0.0,No
BILL01990,CUST0100,South,Water,May-2024,20.2,18.5,373.7,317.64,Pending,2024-05-21,,-56.06,Yes
BILL01991,CUST0101,South,Electricity,May-2024,298.0,7.2,2145.6,2145.6,Paid,2024-05-21,2024-05-08,0.0,No
BILL01992,CUST0101,South,Water,May-2024,21.8,18.5,403.3,403.3,Pending,2024-05-21,,0.0,No
BILL01993,CUST0101,South,Gas,May-2024,15.6,45.0,702.0,702.0,Overdue,2024-05-21,,0.0,No
BILL01994,CUST0101,South,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-20,0.0,No
BILL01995,CUST0102,Central,Electricity,May-2024,271.1,7.2,1951.92,1951.92,Paid,2024-05-21,2024-05-08,0.0,No
BILL01996,CUST0102,Central,Water,May-2024,23.4,18.5,432.9,432.9,Paid,2024-05-21,2024-05-16,0.0,No
BILL01997,CUST0103,Central,Telecom,May-2024,1.0,1.0,1.0,1.0,Pending,2024-05-21,,0.0,No
BILL01998,CUST0104,East,Water,May-2024,13.6,18.5,251.6,251.6,Paid,2024-05-21,2024-05-20,0.0,No
BILL01999,CUST0104,East,Telecom,May-2024,1.0,1.0,1.0,1.3,Paid,2024-05-21,2024-05-13,0.3,No
BILL02000,CUST0105,Central,Electricity,May-2024,205.3,7.2,1478.16,1478.16,Paid,2024-05-21,2024-05-08,0.0,No
BILL02001,CUST0105,Central,Water,May-2024,14.6,18.5,270.1,270.1,Paid,2024-05-21,2024-05-11,0.0,No
BILL02002,CUST0105,Central,Gas,May-2024,11.6,45.0,522.0,522.0,Paid,2024-05-21,2024-05-09,0.0,No
BILL02003,CUST0105,Central,Telecom,May-2024,1.0,1.0,1.0,1.0,Pending,2024-05-21,,0.0,No
BILL02004,CUST0106,West,Electricity,May-2024,231.5,7.2,1666.8,2000.16,Pending,2024-05-21,,333.36,Yes
BILL02005,CUST0106,West,Water,May-2024,8.5,18.5,157.25,157.25,Paid,2024-05-21,2024-05-13,0.0,No
BILL02006,CUST0106,West,Gas,May-2024,12.6,45.0,567.0,567.0,Paid,2024-05-21,2024-05-07,0.0,No
BILL02007,CUST0106,West,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-08,0.0,No
BILL02008,CUST0107,Central,Electricity,May-2024,201.0,7.2,1447.2,1664.28,Paid,2024-05-21,2024-05-10,217.08,Yes
BILL02009,CUST0107,Central,Water,May-2024,21.3,18.5,394.05,394.05,Pending,2024-05-21,,0.0,No
BILL02010,CUST0107,Central,Gas,May-2024,14.8,45.0,666.0,666.0,Paid,2024-05-21,2024-05-19,0.0,No
BILL02011,CUST0107,Central,Telecom,May-2024,1.0,1.0,1.0,1.0,Overdue,2024-05-21,,0.0,No
BILL02012,CUST0108,West,Electricity,May-2024,204.2,7.2,1470.24,1470.24,Paid,2024-05-21,2024-05-18,0.0,No
BILL02013,CUST0108,West,Water,May-2024,14.2,18.5,262.7,262.7,Paid,2024-05-21,2024-05-17,0.0,No
BILL02014,CUST0108,West,Gas,May-2024,9.2,45.0,414.0,414.0,Pending,2024-05-21,,0.0,No
BILL02015,CUST0108,West,Telecom,May-2024,1.0,1.0,1.0,1.2,Pending,2024-05-21,,0.2,No
BILL02016,CUST0109,East,Electricity,May-2024,238.4,7.2,1716.48,1716.48,Paid,2024-05-21,2024-05-07,0.0,No
BILL02017,CUST0109,East,Water,May-2024,16.7,18.5,308.95,308.95,Paid,2024-05-21,2024-05-14,0.0,No
BILL02018,CUST0109,East,Gas,May-2024,6.0,45.0,270.0,270.0,Overdue,2024-05-21,,0.0,No
BILL02019,CUST0109,East,Telecom,May-2024,1.0,1.0,1.0,0.75,Paid,2024-05-21,2024-05-11,-0.25,No
BILL02020,CUST0110,South,Electricity,May-2024,175.6,7.2,1264.32,1264.32,Paid,2024-05-21,2024-05-13,0.0,No
BILL02021,CUST0110,South,Water,May-2024,18.3,18.5,338.55,338.55,Paid,2024-05-21,2024-05-17,0.0,No
BILL02022,CUST0110,South,Gas,May-2024,12.8,45.0,576.0,576.0,Paid,2024-05-21,2024-05-11,0.0,No
BILL02023,CUST0110,South,Telecom,May-2024,1.0,1.0,1.0,1.0,Pending,2024-05-21,,0.0,No
BILL02024,CUST0111,South,Electricity,May-2024,171.5,7.2,1234.8,1234.8,Paid,2024-05-21,2024-05-09,0.0,No
BILL02025,CUST0111,South,Water,May-2024,2.9,18.5,53.65,53.65,Overdue,2024-05-21,,0.0,No
BILL02026,CUST0111,South,Gas,May-2024,12.6,45.0,567.0,567.0,Paid,2024-05-21,2024-05-12,0.0,No
BILL02027,CUST0112,Central,Water,May-2024,27.0,18.5,499.5,499.5,Pending,2024-05-21,,0.0,No
BILL02028,CUST0112,Central,Telecom,May-2024,1.0,1.0,1.0,1.0,Overdue,2024-05-21,,0.0,No
BILL02029,CUST0113,West,Electricity,May-2024,262.6,7.2,1890.72,1418.04,Paid,2024-05-21,2024-05-15,-472.68,Yes
BILL02030,CUST0113,West,Water,May-2024,15.5,18.5,286.75,286.75,Paid,2024-05-21,2024-05-10,0.0,No
BILL02031,CUST0113,West,Gas,May-2024,14.4,45.0,648.0,648.0,Paid,2024-05-21,2024-05-14,0.0,No
BILL02032,CUST0114,North,Water,May-2024,13.1,18.5,242.35,242.35,Pending,2024-05-21,,0.0,No
BILL02033,CUST0114,North,Gas,May-2024,13.4,45.0,603.0,603.0,Paid,2024-05-21,2024-05-17,0.0,No
BILL02034,CUST0114,North,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-20,0.0,No
BILL02035,CUST0115,North,Electricity,May-2024,313.6,7.2,2257.92,2257.92,Overdue,2024-05-21,,0.0,No
BILL02036,CUST0115,North,Gas,May-2024,20.3,45.0,913.5,913.5,Paid,2024-05-21,2024-05-15,0.0,No
BILL02037,CUST0115,North,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-11,0.0,No
BILL02038,CUST0116,North,Electricity,May-2024,219.5,7.2,1580.4,1580.4,Pending,2024-05-21,,0.0,No
BILL02039,CUST0116,North,Water,May-2024,17.9,18.5,331.15,331.15,Pending,2024-05-21,,0.0,No
BILL02040,CUST0116,North,Gas,May-2024,6.7,45.0,301.5,301.5,Pending,2024-05-21,,0.0,No
BILL02041,CUST0116,North,Telecom,May-2024,1.0,1.0,1.0,1.0,Pending,2024-05-21,,0.0,No
BILL02042,CUST0117,South,Electricity,May-2024,225.4,7.2,1622.88,1622.88,Paid,2024-05-21,2024-05-09,0.0,No
BILL02043,CUST0117,South,Water,May-2024,15.4,18.5,284.9,284.9,Overdue,2024-05-21,,0.0,No
BILL02044,CUST0117,South,Gas,May-2024,12.5,45.0,562.5,562.5,Paid,2024-05-21,2024-05-12,0.0,No
BILL02045,CUST0117,South,Telecom,May-2024,1.0,1.0,1.0,1.0,Pending,2024-05-21,,0.0,No
BILL02046,CUST0118,South,Electricity,May-2024,317.3,7.2,2284.56,2627.24,Pending,2024-05-21,,342.68,Yes
BILL02047,CUST0118,South,Water,May-2024,18.0,18.5,333.0,333.0,Pending,2024-05-21,,0.0,No
BILL02048,CUST0118,South,Gas,May-2024,12.0,45.0,540.0,540.0,Paid,2024-05-21,2024-05-17,0.0,No
BILL02049,CUST0118,South,Telecom,May-2024,1.0,1.0,1.0,1.0,Overdue,2024-05-21,,0.0,No
BILL02050,CUST0119,West,Electricity,May-2024,259.3,7.2,1866.96,1866.96,Paid,2024-05-21,2024-05-21,0.0,No
BILL02051,CUST0119,West,Water,May-2024,22.1,18.5,408.85,408.85,Paid,2024-05-21,2024-05-17,0.0,No
BILL02052,CUST0119,West,Gas,May-2024,9.4,45.0,423.0,423.0,Paid,2024-05-21,2024-05-16,0.0,No
BILL02053,CUST0119,West,Telecom,May-2024,1.0,1.0,1.0,1.2,Paid,2024-05-21,2024-05-20,0.2,No
BILL02054,CUST0120,Central,Water,May-2024,16.5,18.5,305.25,305.25,Paid,2024-05-21,2024-05-17,0.0,No
BILL02055,CUST0120,Central,Gas,May-2024,8.0,45.0,360.0,360.0,Paid,2024-05-21,2024-05-14,0.0,No
BILL02056,CUST0120,Central,Telecom,May-2024,1.0,1.0,1.0,1.0,Paid,2024-05-21,2024-05-16,0.0,No
BILL02057,CUST0001,North,Electricity,Jun-2024,221.4,7.2,1594.08,1594.08,Paid,2024-06-21,2024-06-19,0.0,No
BILL02058,CUST0001,North,Water,Jun-2024,22.4,18.5,414.4,414.4,Paid,2024-06-21,2024-06-13,0.0,No
BILL02059,CUST0001,North,Gas,Jun-2024,12.8,45.0,576.0,576.0,Paid,2024-06-21,2024-06-18,0.0,No
BILL02060,CUST0002,North,Electricity,Jun-2024,261.6,7.2,1883.52,1883.52,Paid,2024-06-21,2024-06-21,0.0,No
BILL02061,CUST0002,North,Water,Jun-2024,22.3,18.5,412.55,412.55,Paid,2024-06-21,2024-06-18,0.0,No
BILL02062,CUST0002,North,Gas,Jun-2024,11.6,45.0,522.0,522.0,Paid,2024-06-21,2024-06-08,0.0,No
BILL02063,CUST0002,North,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-16,0.0,No
BILL02064,CUST0003,East,Electricity,Jun-2024,243.8,7.2,1755.36,1755.36,Paid,2024-06-21,2024-06-06,0.0,No
BILL02065,CUST0003,East,Gas,Jun-2024,12.8,45.0,576.0,576.0,Pending,2024-06-21,,0.0,No
BILL02066,CUST0003,East,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-18,0.0,No
BILL02067,CUST0004,South,Electricity,Jun-2024,103.7,7.2,746.64,746.64,Paid,2024-06-21,2024-06-07,0.0,No
BILL02068,CUST0004,South,Water,Jun-2024,17.3,18.5,320.05,320.05,Paid,2024-06-21,2024-06-15,0.0,No
BILL02069,CUST0004,South,Gas,Jun-2024,16.3,45.0,733.5,843.52,Pending,2024-06-21,,110.02,Yes
BILL02070,CUST0005,South,Electricity,Jun-2024,305.6,7.2,2200.32,2200.32,Paid,2024-06-21,2024-06-16,0.0,No
BILL02071,CUST0005,South,Water,Jun-2024,22.8,18.5,421.8,421.8,Paid,2024-06-21,2024-06-12,0.0,No
BILL02072,CUST0005,South,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-07,0.0,No
BILL02073,CUST0006,South,Water,Jun-2024,18.4,18.5,340.4,340.4,Overdue,2024-06-21,,0.0,No
BILL02074,CUST0006,South,Gas,Jun-2024,12.6,45.0,567.0,567.0,Paid,2024-06-21,2024-06-18,0.0,No
BILL02075,CUST0006,South,Telecom,Jun-2024,1.0,1.0,1.0,0.75,Paid,2024-06-21,2024-06-12,-0.25,No
BILL02076,CUST0007,North,Electricity,Jun-2024,231.0,7.2,1663.2,1663.2,Paid,2024-06-21,2024-06-15,0.0,No
BILL02077,CUST0007,North,Water,Jun-2024,21.1,18.5,390.35,390.35,Pending,2024-06-21,,0.0,No
BILL02078,CUST0007,North,Gas,Jun-2024,15.6,45.0,702.0,702.0,Paid,2024-06-21,2024-06-16,0.0,No
BILL02079,CUST0007,North,Telecom,Jun-2024,1.0,1.0,1.0,1.15,Paid,2024-06-21,2024-06-17,0.15,No
BILL02080,CUST0008,Central,Electricity,Jun-2024,223.0,7.2,1605.6,1846.44,Overdue,2024-06-21,,240.84,Yes
BILL02081,CUST0008,Central,Water,Jun-2024,18.0,18.5,333.0,333.0,Paid,2024-06-21,2024-06-16,0.0,No
BILL02082,CUST0008,Central,Gas,Jun-2024,13.8,45.0,621.0,621.0,Overdue,2024-06-21,,0.0,No
BILL02083,CUST0008,Central,Telecom,Jun-2024,1.0,1.0,1.0,1.3,Paid,2024-06-21,2024-06-13,0.3,No
BILL02084,CUST0009,North,Gas,Jun-2024,5.1,45.0,229.5,172.12,Paid,2024-06-21,2024-06-11,-57.38,Yes
BILL02085,CUST0009,North,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Pending,2024-06-21,,0.0,No
BILL02086,CUST0010,Central,Electricity,Jun-2024,176.8,7.2,1272.96,1082.02,Paid,2024-06-21,2024-06-18,-190.94,Yes
BILL02087,CUST0010,Central,Water,Jun-2024,15.5,18.5,286.75,286.75,Paid,2024-06-21,2024-06-12,0.0,No
BILL02088,CUST0010,Central,Gas,Jun-2024,11.6,45.0,522.0,522.0,Paid,2024-06-21,2024-06-10,0.0,No
BILL02089,CUST0010,Central,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-18,0.0,No
BILL02090,CUST0011,West,Electricity,Jun-2024,337.1,7.2,2427.12,2427.12,Overdue,2024-06-21,,0.0,No
BILL02091,CUST0011,West,Water,Jun-2024,19.6,18.5,362.6,362.6,Pending,2024-06-21,,0.0,No
BILL02092,CUST0011,West,Gas,Jun-2024,12.9,45.0,580.5,580.5,Paid,2024-06-21,2024-06-09,0.0,No
BILL02093,CUST0011,West,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-17,0.0,No
BILL02094,CUST0012,North,Electricity,Jun-2024,181.7,7.2,1308.24,1308.24,Paid,2024-06-21,2024-06-13,0.0,No
BILL02095,CUST0012,North,Gas,Jun-2024,15.1,45.0,679.5,679.5,Pending,2024-06-21,,0.0,No
BILL02096,CUST0012,North,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Pending,2024-06-21,,0.0,No
BILL02097,CUST0013,North,Electricity,Jun-2024,290.2,7.2,2089.44,2089.44,Pending,2024-06-21,,0.0,No
BILL02098,CUST0013,North,Water,Jun-2024,12.6,18.5,233.1,233.1,Paid,2024-06-21,2024-06-14,0.0,No
BILL02099,CUST0013,North,Gas,Jun-2024,7.3,45.0,328.5,328.5,Overdue,2024-06-21,,0.0,No
BILL02100,CUST0013,North,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-19,0.0,No
BILL02101,CUST0014,North,Water,Jun-2024,19.9,18.5,368.15,478.59,Paid,2024-06-21,2024-06-12,110.44,Yes
BILL02102,CUST0014,North,Gas,Jun-2024,9.3,45.0,418.5,418.5,Pending,2024-06-21,,0.0,No
BILL02103,CUST0014,North,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-17,0.0,No
BILL02104,CUST0015,South,Electricity,Jun-2024,317.5,7.2,2286.0,2286.0,Overdue,2024-06-21,,0.0,No
BILL02105,CUST0015,South,Water,Jun-2024,12.1,18.5,223.85,223.85,Paid,2024-06-21,2024-06-15,0.0,No
BILL02106,CUST0015,South,Gas,Jun-2024,16.9,45.0,760.5,760.5,Pending,2024-06-21,,0.0,No
BILL02107,CUST0015,South,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-20,0.0,No
BILL02108,CUST0016,South,Electricity,Jun-2024,288.3,7.2,2075.76,2075.76,Paid,2024-06-21,2024-06-14,0.0,No
BILL02109,CUST0016,South,Water,Jun-2024,16.4,18.5,303.4,303.4,Paid,2024-06-21,2024-06-10,0.0,No
BILL02110,CUST0016,South,Gas,Jun-2024,13.8,45.0,621.0,621.0,Paid,2024-06-21,2024-06-10,0.0,No
BILL02111,CUST0016,South,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-18,0.0,No
BILL02112,CUST0017,Central,Electricity,Jun-2024,240.2,7.2,1729.44,1729.44,Paid,2024-06-21,2024-06-21,0.0,No
BILL02113,CUST0017,Central,Water,Jun-2024,18.2,18.5,336.7,336.7,Paid,2024-06-21,2024-06-12,0.0,No
BILL02114,CUST0017,Central,Gas,Jun-2024,9.0,45.0,405.0,405.0,Paid,2024-06-21,2024-06-20,0.0,No
BILL02115,CUST0017,Central,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Pending,2024-06-21,,0.0,No
BILL02116,CUST0018,Central,Gas,Jun-2024,10.5,45.0,472.5,472.5,Paid,2024-06-21,2024-06-10,0.0,No
BILL02117,CUST0018,Central,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-18,0.0,No
BILL02118,CUST0019,North,Electricity,Jun-2024,190.3,7.2,1370.16,1370.16,Paid,2024-06-21,2024-06-17,0.0,No
BILL02119,CUST0019,North,Water,Jun-2024,5.2,18.5,96.2,96.2,Paid,2024-06-21,2024-06-13,0.0,No
BILL02120,CUST0019,North,Gas,Jun-2024,11.4,45.0,513.0,513.0,Paid,2024-06-21,2024-06-08,0.0,No
BILL02121,CUST0019,North,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-07,0.0,No
BILL02122,CUST0020,Central,Electricity,Jun-2024,297.1,7.2,2139.12,2139.12,Paid,2024-06-21,2024-06-08,0.0,No
BILL02123,CUST0020,Central,Gas,Jun-2024,11.9,45.0,535.5,535.5,Paid,2024-06-21,2024-06-12,0.0,No
BILL02124,CUST0021,South,Electricity,Jun-2024,234.2,7.2,1686.24,1686.24,Overdue,2024-06-21,,0.0,No
BILL02125,CUST0021,South,Water,Jun-2024,18.1,18.5,334.85,334.85,Paid,2024-06-21,2024-06-13,0.0,No
BILL02126,CUST0021,South,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-17,0.0,No
BILL02127,CUST0022,Central,Electricity,Jun-2024,179.2,7.2,1290.24,1290.24,Overdue,2024-06-21,,0.0,No
BILL02128,CUST0022,Central,Water,Jun-2024,23.6,18.5,436.6,436.6,Pending,2024-06-21,,0.0,No
BILL02129,CUST0022,Central,Gas,Jun-2024,14.1,45.0,634.5,475.88,Pending,2024-06-21,,-158.62,Yes
BILL02130,CUST0023,West,Electricity,Jun-2024,293.1,7.2,2110.32,1793.77,Paid,2024-06-21,2024-06-11,-316.55,Yes
BILL02131,CUST0023,West,Water,Jun-2024,20.2,18.5,373.7,373.7,Paid,2024-06-21,2024-06-06,0.0,No
BILL02132,CUST0023,West,Gas,Jun-2024,12.1,45.0,544.5,544.5,Pending,2024-06-21,,0.0,No
BILL02133,CUST0023,West,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-14,0.0,No
BILL02134,CUST0024,South,Electricity,Jun-2024,285.5,7.2,2055.6,2363.94,Overdue,2024-06-21,,308.34,Yes
BILL02135,CUST0024,South,Water,Jun-2024,16.2,18.5,299.7,299.7,Paid,2024-06-21,2024-06-18,0.0,No
BILL02136,CUST0024,South,Gas,Jun-2024,10.3,45.0,463.5,463.5,Paid,2024-06-21,2024-06-17,0.0,No
BILL02137,CUST0024,South,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-15,0.0,No
BILL02138,CUST0025,West,Electricity,Jun-2024,342.9,7.2,2468.88,2468.88,Paid,2024-06-21,2024-06-19,0.0,No
BILL02139,CUST0025,West,Water,Jun-2024,11.8,18.5,218.3,218.3,Paid,2024-06-21,2024-06-14,0.0,No
BILL02140,CUST0025,West,Gas,Jun-2024,7.6,45.0,342.0,342.0,Paid,2024-06-21,2024-06-08,0.0,No
BILL02141,CUST0025,West,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-13,0.0,No
BILL02142,CUST0026,Central,Electricity,Jun-2024,253.1,7.2,1822.32,1822.32,Paid,2024-06-21,2024-06-20,0.0,No
BILL02143,CUST0026,Central,Water,Jun-2024,18.9,18.5,349.65,402.1,Paid,2024-06-21,2024-06-06,52.45,Yes
BILL02144,CUST0026,Central,Gas,Jun-2024,12.7,45.0,571.5,571.5,Paid,2024-06-21,2024-06-13,0.0,No
BILL02145,CUST0026,Central,Telecom,Jun-2024,1.0,1.0,1.0,1.0,Paid,2024-06-21,2024-06-18,0.0,No
BILL02146,CUST0027,East,Electricity,Jun-2024,339.4,7.2,2443.68,2443.68,Pending,2024-06-21,,0.0,No
